date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:21:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2018:21:11%20GMT	https://ogroup.com/our-team/	S:/diseno%20website/ogroup.com/our-team/index.html	(from https://ogroup.com/)
20:21:12	175311/175311	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cacf8d-2accf%22	https://static.agentimage.com/d9sigc0k8/resources.min.js?sort=07032025105042	S:/diseno%20website/static.agentimage.com/d9sigc0k8/resources.min769a.js	(from https://ogroup.com/)
20:21:12	374323/374323	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:11%20GMT	https://ogroup.com/west-hollywood/	S:/diseno%20website/ogroup.com/west-hollywood/index.html	(from https://ogroup.com/)
20:21:12	4842/4842	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a7701faf2478d6b8de537487a49cbc08%22	https://resources.agentimage.com/libraries/js/placeholders.min.js	S:/diseno%20website/resources.agentimage.com/libraries/js/placeholders.min.js	(from https://ogroup.com/)
20:21:12	12346/12346	---MCZ	200	added ('OK')	application/javascript	etag:W/%22399d75af7db14380557ae78c8142bea9%22	https://resources.agentimage.com/libraries/js/lazysizes.min.js	S:/diseno%20website/resources.agentimage.com/libraries/js/lazysizes.min.js	(from https://ogroup.com/)
20:21:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2018:21:12%20GMT	https://ogroup.com/newport-beach/	S:/diseno%20website/ogroup.com/newport-beach/index.html	(from https://ogroup.com/)
20:21:12	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267a5a347-12a8%22	https://ogroup.com/wp-includes/js/dist/hooks.min.js	S:/diseno%20website/ogroup.com/wp-includes/js/dist/hooks.min.js	(from https://ogroup.com/)
20:21:13	363554/363554	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:12%20GMT	https://ogroup.com/our-team/oppenheim-group/	S:/diseno%20website/ogroup.com/our-team/oppenheim-group/index.html	(from https://ogroup.com/)
20:21:13	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266284cae-23b5%22	https://ogroup.com/wp-includes/js/dist/i18n.min.js	S:/diseno%20website/ogroup.com/wp-includes/js/dist/i18n.min.js	(from https://ogroup.com/)
20:21:13	12512/12512	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267caae8f-30e0%22	https://ogroup.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js	S:/diseno%20website/ogroup.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js	(from https://ogroup.com/)
20:21:13	13452/13452	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267caae8f-348c%22	https://ogroup.com/wp-content/plugins/contact-form-7/includes/js/index.js	S:/diseno%20website/ogroup.com/wp-content/plugins/contact-form-7/includes/js/index.js	(from https://ogroup.com/)
20:21:13	412933/412933	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:13%20GMT	https://ogroup.com/meet-the-team/	S:/diseno%20website/ogroup.com/meet-the-team/index.html	(from https://ogroup.com/)
20:21:13	5242/5242	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267caae9b-147a%22	https://ogroup.com/wp-content/plugins/honeypot/includes/js/wpa.js	S:/diseno%20website/ogroup.com/wp-content/plugins/honeypot/includes/js/wpa.js	(from https://ogroup.com/)
20:21:14	2466/2466	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668cfa63-9a2%22	https://ogroup.com/wp-content/plugins/twenty20/assets/js/jquery.twenty20.js	S:/diseno%20website/ogroup.com/wp-content/plugins/twenty20/assets/js/jquery.twenty20.js	(from https://ogroup.com/)
20:21:14	362874/362874	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:13%20GMT	https://ogroup.com/our-team/jason-oppenheim/	S:/diseno%20website/ogroup.com/our-team/jason-oppenheim/index.html	(from https://ogroup.com/)
20:21:14	5421/5421	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668cfa63-152d%22	https://ogroup.com/wp-content/plugins/twenty20/assets/js/jquery.event.move.js	S:/diseno%20website/ogroup.com/wp-content/plugins/twenty20/assets/js/jquery.event.move.js	(from https://ogroup.com/)
20:21:15	363713/363713	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:14%20GMT	https://ogroup.com/our-team/our-offices/west-hollywood/	S:/diseno%20website/ogroup.com/our-team/our-offices/west-hollywood/index.html	(from https://ogroup.com/)
20:21:15	5313/5313	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266285530-14c1%22	https://ogroup.com/wp-content/plugins/pojo-accessibility/assets/js/app.min.js	S:/diseno%20website/ogroup.com/wp-content/plugins/pojo-accessibility/assets/js/app.min.js	(from https://ogroup.com/)
20:21:15	367544/367544	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:14%20GMT	https://ogroup.com/our-team/what-our-clients-are-saying/	S:/diseno%20website/ogroup.com/our-team/what-our-clients-are-saying/index.html	(from https://ogroup.com/)
20:21:15	1391/1391	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c78c7b9-56f%22	https://ogroup.com/wp-content/themes/ogroup.com/js/jquery.animateNumber.min.js	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/js/jquery.animateNumber.min.js	(from https://ogroup.com/)
20:21:15	377902/377902	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:15%20GMT	https://ogroup.com/our-team/our-offices/newport-beach/	S:/diseno%20website/ogroup.com/our-team/our-offices/newport-beach/index.html	(from https://ogroup.com/)
20:21:16	158238/158238	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267a534f8-26a1e%22	https://ogroup.com/wp-content/themes/ogroup.com/js/scripts.js	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/js/scripts.js	(from https://ogroup.com/)
20:21:16	366485/366485	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:15%20GMT	https://ogroup.com/philanthropy/	S:/diseno%20website/ogroup.com/philanthropy/index.html	(from https://ogroup.com/)
20:21:16	541011/541011	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:15%20GMT	https://ogroup.com/in-the-media/	S:/diseno%20website/ogroup.com/in-the-media/index.html	(from https://ogroup.com/)
20:21:16	1186/1186	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668cfb02-4a2%22	https://ogroup.com/wp-content/plugins/aios-optimize/resources/js/requesthandler.min.js	S:/diseno%20website/ogroup.com/wp-content/plugins/aios-optimize/resources/js/requesthandler.min.js	(from https://ogroup.com/)
20:21:16	366494/366494	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:16%20GMT	https://ogroup.com/contact-us/	S:/diseno%20website/ogroup.com/contact-us/index.html	(from https://ogroup.com/)
20:21:17	5092/5092	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cacf8e-13e4%22	https://static.agentimage.com/d9sigc0k8/app.min.js?sort=07032025105042	S:/diseno%20website/static.agentimage.com/d9sigc0k8/app.min769a.js	(from https://ogroup.com/)
20:21:17	391765/391765	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:16%20GMT	https://ogroup.com/listing/venado-blanco/	S:/diseno%20website/ogroup.com/listing/venado-blanco/index.html	(from https://ogroup.com/)
20:21:17	402317/402317	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:17%20GMT	https://ogroup.com/listing/8408-hillside-ave-2/	S:/diseno%20website/ogroup.com/listing/8408-hillside-ave-2/index.html	(from https://ogroup.com/)
20:21:17	3931/3931	---MCZ	200	added ('OK')	application/javascript	etag:W/%2296ff65c925bbaf3e4e7891a7ca1f2b1f%22	https://resources.agentimage.com/libraries/jquery-ui/core.min.js	S:/diseno%20website/resources.agentimage.com/libraries/jquery-ui/core.min.js	(from https://ogroup.com/)
20:21:17	401471/401471	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:17%20GMT	https://ogroup.com/listing/32752-pacific-coast-hwy/	S:/diseno%20website/ogroup.com/listing/32752-pacific-coast-hwy/index.html	(from https://ogroup.com/)
20:21:17	36380/36380	---MCZ	200	added ('OK')	application/javascript	etag:W/%2270b4930dc8e018f851f8530c330b1456%22	https://resources.agentimage.com/libraries/jquery-ui/datepicker.min.js	S:/diseno%20website/resources.agentimage.com/libraries/jquery-ui/datepicker.min.js	(from https://ogroup.com/)
